user_id,day,hour,minute,mean_axis1,median_axis1,var_axis1,std_axis1,max_axis1,min_axis1,entropy_axis1,skew_axis1,kurtosis_axis1,iqr_axis1,mad_axis1,mean_axis2,median_axis2,var_axis2,std_axis2,max_axis2,min_axis2,entropy_axis2,skew_axis2,kurtosis_axis2,iqr_axis2,mad_axis2,mean_axis3,median_axis3,var_axis3,std_axis3,max_axis3,min_axis3,entropy_axis3,skew_axis3,kurtosis_axis3,iqr_axis3,mad_axis3,mean_steps,median_steps,var_steps,std_steps,max_steps,min_steps,entropy_steps,skew_steps,kurtosis_steps,iqr_steps,mad_steps,mean_hr,median_hr,var_hr,std_hr,max_hr,min_hr,entropy_hr,skew_hr,kurtosis_hr,iqr_hr,mad_hr,mean_inclinometer off,median_inclinometer off,var_inclinometer off,std_inclinometer off,max_inclinometer off,min_inclinometer off,entropy_inclinometer off,skew_inclinometer off,kurtosis_inclinometer off,iqr_inclinometer off,mad_inclinometer off,mean_inclinometer standing,median_inclinometer standing,var_inclinometer standing,std_inclinometer standing,max_inclinometer standing,min_inclinometer standing,entropy_inclinometer standing,skew_inclinometer standing,kurtosis_inclinometer standing,iqr_inclinometer standing,mad_inclinometer standing,mean_inclinometer sitting,median_inclinometer sitting,var_inclinometer sitting,std_inclinometer sitting,max_inclinometer sitting,min_inclinometer sitting,entropy_inclinometer sitting,skew_inclinometer sitting,kurtosis_inclinometer sitting,iqr_inclinometer sitting,mad_inclinometer sitting,mean_inclinometer lying,median_inclinometer lying,var_inclinometer lying,std_inclinometer lying,max_inclinometer lying,min_inclinometer lying,entropy_inclinometer lying,skew_inclinometer lying,kurtosis_inclinometer lying,iqr_inclinometer lying,mad_inclinometer lying,mean_vector magnitude,median_vector magnitude,var_vector magnitude,std_vector magnitude,max_vector magnitude,min_vector magnitude,entropy_vector magnitude,skew_vector magnitude,kurtosis_vector magnitude,iqr_vector magnitude,mad_vector magnitude,mean_ibi_s,median_ibi_s,var_ibi_s,std_ibi_s,max_ibi_s,min_ibi_s,entropy_ibi_s,skew_ibi_s,kurtosis_ibi_s,iqr_ibi_s,mad_ibi_s,y
1,1,10,10,24.545454545454547,12.0,934.2479338842975,30.565469632974683,101,0,1.6639596577488627,1.403895281477802,0.9453023140170833,33.0,23.966942148760328,23.818181818181817,18.0,465.603305785124,21.577842936334577,72,0,1.9686302420417383,0.8752538509334162,-0.18845649329282033,29.0,17.950413223140497,42.81818181818182,24.0,1941.603305785124,44.063627923550776,156,0,1.9258453676253189,1.447551809148473,1.255369668532869,44.5,33.950413223140494,0.36363636363636365,0.0,0.2314049586776859,0.4810456929208346,1,0,1.3862943611198906,0.5669467095138409,-1.678571428571428,1.0,0.4628099173553719,133.8181818181818,161.0,2527.0578512396696,50.269850320442266,177.0,68.0,2.3199238939423967,-0.5078089378469619,-1.6737680563034114,109.0,47.86776859504132,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,1.0,0.14876033057851237,0.385694607919935,1,0,2.1972245773362196,-1.6499158227686117,0.7222222222222254,0.0,0.29752066115702475,0.18181818181818182,0.0,0.14876033057851235,0.38569460791993493,1,0,0.6931471805599453,1.6499158227686117,0.7222222222222232,0.0,0.29752066115702475,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,60.26000000000001,53.04,2713.4450545454542,52.09073866384939,183.0,0.0,2.0414893179015112,1.1921887456820477,0.46874615993035507,43.510000000000005,38.52909090909091,1.6645200000000002,0.338,28.732714489600006,5.360290522872805,27.759,0.253,1.5787397482217906,4.6036476883163235,19.467932223560812,0.45299999999999996,2.2083168,1
1,1,10,11,31.928571428571427,25.0,760.2091836734693,27.57189118782876,89,0,2.2170753784830106,0.6398991459594587,-0.7859074315931482,40.5,23.336734693877553,28.5,21.5,735.1071428571429,27.112859363356403,77,0,2.1004556718761926,0.41762953096207867,-1.3488562520017089,51.75,24.428571428571427,79.78571428571429,62.0,3654.025510204082,60.448536046823186,204,0,2.307159936240528,0.44609428837998244,-0.8869053557787745,102.25,52.61224489795918,0.7142857142857143,1.0,0.3469387755102041,0.5890150893739515,2,0,2.163955656882057,0.17120161767270534,-0.5743944636678204,1.0,0.5102040816326531,96.35714285714286,132.0,2301.0867346938767,47.96964388750324,133.0,32.0,2.491645906798818,-0.5961979703690907,-1.6444259352194703,100.0,45.969387755102034,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,1.0,0.16836734693877556,0.410325903324145,1,0,2.3978952727983707,-1.3926212476455813,-0.06060606060606366,0.0,0.336734693877551,0.21428571428571427,0.0,0.16836734693877556,0.410325903324145,1,0,1.0986122886681096,1.3926212476455813,-0.06060606060606366,0.0,0.336734693877551,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,95.91928571428572,87.4,4146.350920918367,64.39216505847871,222.02,0.0,2.3816599206929165,0.2743021040001111,-1.0664189717874781,109.845,56.88918367346939,0.5731176470588235,0.455,0.11550492733564013,0.3398601584999927,1.528,0.314,2.6895480416447834,1.7134733057395752,1.814848615283938,0.22099999999999997,0.24863667820069205,1
1,1,10,12,76.08888888888889,68.0,4293.058765432098,65.521437449373,231,0,3.4195621275721098,0.8533320549859382,-0.14894339480189833,88.0,52.40592592592593,94.71111111111111,41.0,9423.672098765433,97.07559991452761,355,0,3.2902033678754297,0.9944497265459782,-0.2010045138834302,142.0,83.04987654320989,104.53333333333333,72.0,9080.24888888889,95.29033995578402,435,0,3.4148807639132763,1.3607864826418705,1.7352323902967512,125.0,75.0637037037037,0.5333333333333333,1.0,0.29333333333333333,0.5416025603090641,2,0,3.1202915653012835,0.2872134789517766,-1.0757575757575757,1.0,0.5214814814814817,110.24444444444444,109.0,360.2735802469136,18.980874064355245,141.0,90.0,3.792296657776505,0.6841111746550865,-1.0839018302803312,39.0,15.703703703703697,0.08888888888888889,0.0,0.08098765432098766,0.28458329944145994,1,0,1.3862943611198906,2.8892145949392116,6.347560975609754,0.0,0.16197530864197532,0.8666666666666667,1.0,0.11555555555555558,0.33993463423951903,1,0,3.6635616461296454,-2.157277486520024,2.6538461538461524,0.0,0.23111111111111113,0.044444444444444446,0.0,0.04246913580246914,0.20608041101101565,1,0,0.6931471805599453,4.421143701340975,17.546511627906973,0.0,0.08493827160493826,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,171.60933333333335,112.61,19034.165206222217,137.96436208754136,446.54,0.0,3.463111414054002,0.6276681358832047,-0.9104175475458605,189.93999999999997,119.11297777777783,0.7289365079365082,0.641,0.4952310118417738,0.7037265177906641,5.567,0.271,3.9152309369969145,5.666944622032023,34.13550050136025,0.125,0.2642363315696651,1
1,1,10,13,27.019607843137255,11.0,1435.3525567089582,37.88604699238175,130,0,3.042476213056238,1.5193575250192568,1.146168568222909,38.5,29.04652056901192,9.941176470588236,0.0,937.8592848904268,30.624488320467115,182,0,2.0917909656084106,4.611576408789561,21.026128371084813,8.5,13.949250288350635,36.96078431372549,0.0,3660.978854286812,60.50602328931238,220,0,2.8315304868849234,1.8131472195242448,2.231922931443359,51.0,45.63091118800461,0.17647058823529413,0.0,0.14532871972318342,0.3812200410828154,1,0,2.1972245773362196,1.6973368495830101,0.8809523809523792,0.0,0.2906574394463668,89.70588235294117,89.0,14.638985005767008,3.8260926551466325,97.0,84.0,3.9309248183054093,0.7257274507704181,-0.6706637730560048,5.0,3.0980392156862733,0.43137254901960786,0.0,0.24529027297193387,0.4952678800123564,1,0,3.091042453358316,0.2771326538627134,-1.9231974921630095,1.0,0.4905805459438677,0.5294117647058824,1.0,0.24913494809688583,0.4991341984846218,1,0,3.295836866004329,-0.11785113019775793,-1.9861111111111112,1.0,0.49826989619377154,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.0,0.03767781622452903,0.1941077438551307,1,0,0.6931471805599453,4.747716959395389,20.54081632653061,0.0,0.07535563244905806,51.31705882352941,17.0,5595.783252133795,74.80496809793982,279.98,0.0,3.0452402767834332,1.8008729396002423,2.2424635328696434,69.73,54.82341407151096,0.6710416666666666,0.672,0.0020389288194444443,0.045154499437425326,0.765,0.574,4.2743862747378705,-0.22599701733987768,-0.49659452734858256,0.060249999999999915,0.037151620370370356,1
1,1,10,14,51.38,43.0,2469.6356,49.6954283611682,201,0,3.408524430600062,0.9401420802188347,0.2722181307652578,74.25,40.58560000000001,66.76,56.5,4177.6624,64.63483890287033,260,0,3.4333428937923895,1.2143213501684638,1.2050883217415809,80.5,49.561600000000006,71.78,62.0,4851.571599999999,69.6532239024153,288,0,3.432301965307395,1.1997254571237335,1.020507401490919,83.5,53.2336,0.38,0.0,0.23560000000000003,0.48538644398046393,1,0,2.9444389791664407,0.4944513860581973,-1.7555178268251277,1.0,0.4711999999999999,93.36,93.0,9.270399999999999,3.04473315743761,100.0,88.0,3.91149303259198,0.3663767710510539,0.15571391446926786,2.75,2.2288,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.88,1.0,0.1056,0.32496153618543844,1,0,3.7841896339182615,-2.338738328607322,3.4696969696969706,0.0,0.2112,0.08,0.0,0.0736,0.2712931993250107,1,0,1.3862943611198906,3.0962810792528406,7.586956521739133,0.0,0.1472,0.04,0.0,0.038400000000000004,0.19595917942265426,1,0,0.6931471805599453,4.694855340334423,20.041666666666668,0.0,0.0768,123.00139999999999,117.885,8618.75613204,92.83725616389144,352.75,0.0,3.5812689279532486,0.5703945891326899,-0.41738116701783534,104.3075,71.65533599999999,0.648051282051282,0.647,0.0016874076265614734,0.0410780674638118,0.739,0.561,4.354696857713934,0.012692087236434637,-0.36953333616330886,0.0525000000000001,0.032488494411571346,1
1,1,10,15,10.4375,0.0,444.37109375,21.08011133153713,88,0,2.391727227172442,2.1982630187948993,4.109020344403946,10.25,15.197916666666666,6.916666666666667,0.0,385.70138888888886,19.639281781391315,110,0,1.9000484050169002,3.6828339649670183,14.434950293665153,0.0,11.236111111111109,15.5625,0.0,1645.12109375,40.560092378469754,214,0,2.1249834062131026,3.5960689233760967,13.08283978075482,8.0,23.158854166666668,0.08333333333333333,0.0,0.07638888888888888,0.2763853991962833,1,0,1.3862943611198906,3.0151134457776365,7.09090909090909,0.0,0.15277777777777776,87.72916666666667,87.5,7.989149305555557,2.8265083239848345,93.0,82.0,3.8706807134378325,-0.1886412832166451,-0.48652551154441204,4.0,2.3541666666666665,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.2708333333333333,0.0,0.19748263888888892,0.4443901876604488,1,0,2.5649493574615367,1.03137590806469,-0.936263736263736,1.0,0.39496527777777785,0.3541666666666667,0.0,0.22873263888888887,0.4782600118020415,1,0,2.833213344056216,0.6098495786166446,-1.6280834914611007,1.0,0.45746527777777773,0.375,0.0,0.234375,0.4841229182759271,1,0,2.8903717578961645,0.5163977794943223,-1.7333333333333334,1.0,0.46875,23.988333333333333,0.0,2298.7282930555552,47.94505493849762,231.44,0.0,2.526205499496071,2.682165255128968,7.214872441082681,26.3725,31.615069444444444,0.6824179104477612,0.686,0.0013641537090666063,0.03693445151977495,0.768,0.6,4.2032293958438505,0.13005071915462105,-0.1616168281902235,0.04749999999999999,0.029784807306749803,1
1,1,10,16,14.25,0.0,483.1458333333333,21.980578548649106,93,0,2.8301700776597,1.7432019929263995,2.50477164787762,22.25,17.0,16.875,0.0,1183.5677083333333,34.40301888400687,178,0,2.4906881675543806,2.863063622177537,8.91948229188901,20.0,22.776041666666668,56.0,8.5,6230.916666666667,78.93615563648046,299,0,2.942871834276797,1.4926424188049834,1.3657806942116943,95.0,62.208333333333336,0.20833333333333334,0.0,0.3315972222222222,0.5758447900452188,3,0,1.8343719702816237,3.2314614571436424,10.84690660891971,0.0,0.35590277777777785,89.04166666666667,90.0,13.331597222222223,3.6512459821576284,96.0,82.0,3.8703552778864463,-0.38775763259633966,-0.7896979263382047,5.25,2.956597222222222,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.3958333333333333,0.0,0.23914930555555555,0.4890289414293959,1,0,2.944438979166441,0.4260143228423053,-1.8185117967332118,1.0,0.47829861111111116,0.5625,1.0,0.24609375,0.49607837082461076,1,0,3.295836866004329,-0.25197631533948484,-1.9365079365079365,1.0,0.4921875,0.041666666666666664,0.0,0.039930555555555566,0.19982631347136334,1,0,0.6931471805599453,4.587317109255645,19.043478260869563,0.0,0.07986111111111112,63.459375,16.025,7494.282001692707,86.5695212051719,320.11,0.0,2.982901563746566,1.4054523524165436,1.0824952502942216,101.4175,69.46833333333333,0.6785882352941176,0.6625000000000001,0.004791212802768165,0.06921858711912693,0.959,0.592,4.2146006565174545,1.9957693103135439,4.6839479026587805,0.05374999999999985,0.046479238754325226,1
1,1,10,17,37.5,15.0,2471.5416666666665,49.71460214732354,170,0,3.0595383571318333,1.3902544092363556,0.7634278889061901,46.0,38.854166666666664,28.458333333333332,0.0,2734.123263888889,52.28884454536062,227,0,2.6169206059038714,2.2732828540894907,4.863531317826623,32.5,37.44097222222222,62.1875,34.0,4814.319010416667,69.38529390596156,216,0,3.202532279443785,0.8067469615505044,-0.8174580050675968,127.25,60.192708333333336,0.2708333333333333,0.0,0.19748263888888892,0.4443901876604488,1,0,2.5649493574615367,1.03137590806469,-0.936263736263736,1.0,0.39496527777777773,91.29166666666667,91.5,16.081597222222218,4.010186681717226,99.0,84.0,3.870234555197131,-0.06674723224237418,-0.7110115711460478,6.25,3.25,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.6458333333333334,1.0,0.22873263888888887,0.4782600118020415,1,0,3.4339872044851463,-0.6098495786166451,-1.6280834914611004,1.0,0.45746527777777773,0.3333333333333333,0.0,0.22222222222222224,0.4714045207910317,1,0,2.7725887222397807,0.7071067811865478,-1.4999999999999996,1.0,0.4444444444444445,0.020833333333333332,0.0,0.020399305555555556,0.1428261375083551,1,0,0.0,6.709789608903151,43.021276595744666,0.0,0.040798611111111105,86.34395833333333,44.905,8648.166357248265,92.99551794171731,314.27,0.0,3.263537776346816,0.8695879903040812,-0.5961548926298179,161.8125,80.14511284722222,0.6504857142857142,0.65,0.008580792653061227,0.09263256799345049,0.975,0.288,4.237899712814083,-0.2943728306840702,4.660859823453372,0.10099999999999998,0.06391428571428573,1
1,1,10,18,55.46938775510204,36.0,2981.065389421074,54.59913359588295,218,0,3.45156859939485,1.3343144366560753,0.9503097534748379,61.0,42.838817159516864,65.95918367346938,39.0,5171.2228238234065,71.91121486822071,244,0,3.2959115369918184,1.1210971197196058,0.300761386700501,98.0,58.60474802165764,75.48979591836735,53.0,4142.617242815494,64.36316681779645,243,0,3.5036090102772643,0.7483682391550026,-0.36129517847180326,90.0,54.35568513119534,0.4897959183673469,0.0,0.2907122032486464,0.5391773393315472,2,0,3.1202915653012835,0.4311059279821269,-1.022598336631062,1.0,0.5197834235735109,89.61224489795919,90.0,3.5843398583923367,1.8932352887035295,93.0,86.0,3.891597156884075,0.04259700641777131,-0.9644742770893782,3.0,1.6109954185755933,0.04081632653061224,0.0,0.03915035401915867,0.19786448397617667,1,0,0.6931471805599453,4.64139560816457,19.54255319148938,0.0,0.07830070803831737,0.9183673469387755,1.0,0.07496876301541022,0.27380424214283133,1,0,3.80666248977032,-3.055959569249714,7.338888888888896,0.0,0.1499375260308205,0.04081632653061224,0.0,0.03915035401915869,0.1978644839761767,1,0,0.6931471805599453,4.641395608164569,19.542553191489358,0.0,0.07830070803831736,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,126.27836734693878,108.63,9474.758989171178,97.33837367231476,373.99,0.0,3.5968831737911575,0.9116320979252465,0.027218472243805802,120.97999999999999,77.00453144523115,0.6661014492753623,0.664,0.0013861201428271364,0.03723063446715804,0.743,0.555,4.232538845943412,-0.10607985314451841,0.02549181888152985,0.04899999999999993,0.02976097458517117,1
1,1,10,19,44.77358490566038,25.0,2634.4015663937344,51.32642171819242,206,0,3.3654588974262767,1.4865150313374302,1.512906321821692,51.0,39.097187611249566,41.9811320754717,14.0,3229.5279458882164,56.828935815200836,240,0,3.1243601670744416,1.579471796193498,2.0486426606818178,69.0,44.919900320398725,40.62264150943396,25.0,2010.2349590601636,44.83564384571904,160,0,3.365867477299469,1.1781053759688678,0.4550585643794425,70.0,36.105375578497686,0.33962264150943394,0.0,0.299750800996796,0.5474950237187513,2,0,2.736339051105066,1.3494313948188956,0.8544665173407959,1.0,0.47419010323958705,89.18867924528301,89.0,10.115343538625842,3.1804627868638615,97.0,85.0,3.9696611714142773,0.7249969610406065,0.12125144698977941,5.0,2.576717693129226,0.09433962264150944,0.0,0.08543965824136704,0.29230062990244654,1,0,1.6094379124341005,2.775638064781981,5.704166666666666,0.0,0.1708793164827341,0.7169811320754716,1.0,0.2029191883232468,0.45046552401182355,1,0,3.6375861597263857,-0.9633639890708989,-1.0719298245614044,1.0,0.4058383766464935,0.11320754716981132,0.0,0.10039159843360627,0.316846332523522,1,0,1.791759469228055,2.4415144701191966,3.960992907801417,0.0,0.20078319686721247,0.07547169811320754,0.0,0.06977572089711641,0.2641509433962264,1,0,1.3862943611198906,3.214285714285714,8.33163265306123,0.0,0.13955144179423282,84.6411320754717,65.8,6127.473794944821,78.27818211318413,292.37,0.0,3.530889430281094,1.0030573001120362,0.2468123657106167,106.61,63.20514061943753,0.673506329113924,0.677,0.0017914904662714307,0.04232600224768967,0.761,0.58,4.367463284801049,-0.16110820988569743,-0.5869624107741203,0.059499999999999886,0.034828713347219986,1
